Age_Band,Income_Band,Marital_Status,Country,avg_wines,avg_fruits,avg_meat,avg_fish,avg_sweets,avg_gold,avg_total_spend,response_rate_pct
30-39,Very High,Together,Saudi Arabia,576.42,35.0,481.75,93.06,45.9,55.62,1287.75,28.16
30-39,Very High,Together,Spain,439.97,34.49,408.28,102.86,50.31,70.06,1105.97,15.46
30-39,Very High,Together,USA,562.26,36.14,414.08,105.86,62.22,62.5,1243.06,24.0
30-39,Very High,Widow,Australia,548.0,36.53,335.41,92.06,44.35,65.41,1121.76,35.29
30-39,Very High,Widow,Canada,596.36,37.91,677.64,128.18,48.09,41.18,1529.36,27.27
30-39,Very High,Widow,Germany,369.64,41.64,307.64,105.18,57.18,67.0,948.27,18.18
30-39,Very High,Widow,India,397.55,61.45,436.09,121.64,47.0,53.18,1116.91,54.55
30-39,Very High,Widow,Saudi Arabia,389.88,24.96,423.39,98.63,41.96,51.57,1030.39,26.32
30-39,Very High,Widow,Spain,527.15,26.2,387.07,107.63,38.55,49.55,1136.15,27.5
30-39,Very High,Widow,USA,327.71,48.0,644.86,94.0,62.14,72.57,1249.29,14.29
30-39,Very High,YOLO,Australia,1140.67,78.33,450.33,170.67,20.67,101.67,1962.33,33.33
30-39,Very High,YOLO,Canada,123.33,13.0,346.0,31.33,37.0,18.33,569.0,0.0
30-39,Very High,YOLO,Germany,264.0,107.5,214.0,99.0,34.5,119.5,838.5,0.0
30-39,Very High,YOLO,India,415.6,10.0,693.0,89.0,41.4,69.8,1318.8,20.0
30-39,Very High,YOLO,Saudi Arabia,326.0,18.44,676.89,126.67,15.11,86.78,1249.89,11.11
30-39,Very High,YOLO,Spain,191.88,20.38,405.13,93.13,58.38,90.75,859.63,37.5
30-39,Very High,YOLO,USA,354.0,23.0,254.5,119.0,134.0,112.5,997.0,0.0
40-49,High,Absurd,Australia,127.5,2.0,227.5,35.5,11.0,83.5,487.0,50.0
40-49,High,Absurd,Canada,216.0,45.25,240.75,48.0,26.5,55.75,632.25,25.0
40-49,High,Absurd,Germany,802.14,33.71,544.0,130.86,42.57,38.57,1591.86,28.57
40-49,High,Absurd,India,797.5,12.75,628.25,149.25,16.75,29.25,1633.75,25.0
40-49,High,Absurd,Saudi Arabia,166.2,8.6,88.0,53.2,9.2,26.6,351.8,0.0
40-49,High,Absurd,Spain,315.48,28.17,309.57,72.09,27.26,57.87,810.43,13.04
40-49,High,Absurd,USA,738.5,7.75,480.75,115.5,50.5,69.0,1462.0,50.0
40-49,High,Alone,Australia,325.4,19.8,391.4,84.1,18.4,84.9,924.0,30.0
40-49,High,Alone,Canada,486.78,12.33,481.89,98.22,39.67,87.33,1206.22,44.44
40-49,High,Alone,Germany,325.8,6.6,514.0,85.6,21.8,38.2,992.0,40.0
40-49,High,Alone,India,5.0,6.0,49.5,30.5,6.5,17.0,114.5,0.0
40-49,High,Alone,Mexico,311.0,37.0,628.0,259.0,33.0,8.0,1276.0,0.0
40-49,High,Alone,Saudi Arabia,219.11,22.11,485.78,121.0,34.78,42.0,924.78,44.44
40-49,High,Alone,Spain,510.38,24.0,411.0,109.38,18.54,37.31,1110.62,23.08
40-49,High,Alone,USA,241.83,34.83,549.0,69.83,15.33,41.33,952.17,33.33
40-49,High,Divorced,Australia,358.16,24.73,339.16,71.73,31.94,38.45,864.18,20.41
40-49,High,Divorced,Canada,361.49,26.46,378.72,82.58,34.23,49.61,933.08,16.9
40-49,High,Divorced,Germany,286.41,21.29,341.1,84.1,35.2,47.12,815.22,9.76
40-49,High,Divorced,India,418.59,29.91,398.47,86.01,32.05,52.34,1017.38,28.95
40-49,High,Divorced,Mexico,235.5,49.0,328.5,119.5,34.25,44.75,811.5,50.0
40-49,High,Divorced,Saudi Arabia,325.1,32.14,387.65,101.81,32.11,53.01,931.83,22.22
40-49,High,Divorced,Spain,364.84,22.04,335.64,73.46,32.22,52.49,880.69,24.37
40-49,High,Divorced,USA,337.74,22.28,430.04,62.02,32.57,39.63,924.28,13.04
40-49,High,Married,Australia,344.27,25.31,406.63,77.45,44.41,49.53,947.59,26.92
40-49,High,Married,Canada,313.61,34.92,428.34,66.99,28.35,45.65,917.85,16.81
40-49,High,Married,Germany,310.58,25.12,461.07,59.91,27.65,41.53,925.86,23.26
40-49,High,Married,India,332.35,27.35,410.67,72.09,50.05,59.02,951.53,21.82
40-49,High,Married,Mexico,394.67,20.56,266.33,99.11,56.78,25.78,863.22,22.22
40-49,High,Married,Saudi Arabia,325.86,25.21,414.65,67.26,26.46,47.76,907.2,14.29
40-49,High,Married,Spain,294.92,18.5,284.2,60.29,27.49,41.65,727.04,13.68
40-49,High,Married,USA,321.27,22.96,387.94,67.9,40.77,31.79,872.63,17.31
40-49,High,Single,Australia,479.48,24.13,416.2,69.76,42.59,58.3,1090.46,22.84
40-49,High,Single,Canada,387.43,19.11,442.89,74.92,30.32,52.76,1007.43,22.12
40-49,High,Single,Germany,264.17,25.48,377.17,59.87,29.41,55.16,811.26,22.95
40-49,High,Single,India,386.8,30.77,514.23,80.59,44.64,74.86,1131.89,14.29
40-49,High,Single,Mexico,364.67,2.44,171.33,88.0,36.78,49.56,712.78,33.33
40-49,High,Single,Saudi Arabia,283.22,29.38,387.6,71.59,25.94,49.35,847.09,17.65
40-49,High,Single,Spain,385.92,19.73,406.02,74.2,31.64,60.65,978.16,18.57
40-49,High,Single,USA,449.54,24.2,346.78,65.93,33.0,61.41,980.85,29.27
40-49,High,Together,Australia,440.38,28.33,371.35,85.26,42.69,59.38,1027.39,25.58
40-49,High,Together,Canada,362.49,25.68,361.75,65.78,31.42,44.89,892.0,18.68
40-49,High,Together,Germany,388.1,25.26,355.04,63.11,40.07,47.38,918.96,18.48
40-49,High,Together,India,421.86,21.93,352.53,78.77,32.04,65.65,972.77,26.51
40-49,High,Together,Mexico,279.22,36.81,361.52,67.52,51.63,35.3,832.0,11.11
40-49,High,Together,Saudi Arabia,400.34,25.88,400.14,73.05,33.65,47.44,980.5,23.29
40-49,High,Together,Spain,328.55,17.26,337.33,78.19,39.05,52.09,852.46,21.21
40-49,High,Together,USA,367.18,28.05,325.29,75.32,42.12,44.89,882.85,16.67
40-49,High,Widow,Australia,417.33,16.62,245.24,42.05,37.67,56.1,815.0,23.81
40-49,High,Widow,Canada,323.76,15.78,311.0,72.22,27.24,45.29,795.29,26.83
40-49,High,Widow,Germany,310.55,23.55,272.36,76.91,16.36,53.45,753.18,27.27
40-49,High,Widow,India,308.81,9.56,304.04,66.78,23.96,50.74,763.89,7.41
40-49,High,Widow,Mexico,632.0,15.0,956.33,62.0,48.33,49.0,1762.67,33.33
40-49,High,Widow,Saudi Arabia,374.2,17.05,367.1,85.78,38.46,43.06,925.65,23.15
40-49,High,Widow,Spain,340.24,16.0,288.3,67.3,24.41,53.99,790.23,22.54
40-49,High,Widow,USA,305.0,36.33,261.17,74.67,15.67,31.5,724.33,16.67
40-49,High,YOLO,Australia,257.2,48.2,167.6,18.2,24.2,99.0,614.4,60.0
40-49,High,YOLO,Canada,293.53,24.13,318.4,49.93,31.53,19.2,736.73,20.0
40-49,High,YOLO,Germany,270.2,7.8,288.2,48.8,11.8,38.0,664.8,60.0
40-49,High,YOLO,India,104.6,8.2,367.4,90.4,4.8,30.2,605.6,20.0
40-49,High,YOLO,Mexico,226.0,33.0,66.0,16.0,0.0,49.0,390.0,0.0
40-49,High,YOLO,Saudi Arabia,401.6,25.0,489.9,99.2,22.7,47.5,1085.9,0.0
40-49,High,YOLO,Spain,182.1,25.6,291.5,50.7,6.2,39.2,595.3,30.0
40-49,High,YOLO,USA,116.0,0.0,140.5,5.5,0.0,60.5,322.5,0.0
40-49,Low,Absurd,Australia,27.5,0.0,75.5,0.0,0.5,7.5,111.0,0.0
40-49,Low,Absurd,Canada,120.33,0.22,142.33,9.78,8.56,9.22,290.44,22.22
40-49,Low,Absurd,India,21.2,12.0,118.4,58.6,3.0,9.6,222.8,40.0
40-49,Low,Absurd,Mexico,83.0,0.0,63.0,131.0,0.0,0.0,277.0,0.0
40-49,Low,Absurd,Saudi Arabia,47.14,6.64,231.07,40.36,7.64,32.43,365.29,0.0
40-49,Low,Absurd,Spain,45.29,7.03,151.32,18.26,1.68,19.48,243.06,6.45
40-49,Low,Absurd,USA,45.5,0.0,213.5,37.5,0.5,10.25,307.25,0.0
40-49,Low,Alone,Australia,11.0,1.5,57.0,6.5,0.0,6.5,82.5,0.0
40-49,Low,Alone,Canada,105.19,10.94,146.19,20.44,3.06,12.81,298.63,6.25
40-49,Low,Alone,Germany,0.0,0.0,33.0,4.0,0.0,20.0,57.0,0.0
40-49,Low,Alone,India,144.5,0.0,58.0,134.0,97.0,43.0,476.5,0.0
40-49,Low,Alone,Saudi Arabia,27.73,1.36,268.55,20.55,8.55,16.82,343.55,18.18
40-49,Low,Alone,Spain,109.1,13.4,149.25,22.65,11.35,24.45,330.2,5.0
40-49,Low,Alone,USA,153.67,0.67,54.0,18.33,0.67,83.0,310.33,0.0
40-49,Low,Divorced,Australia,129.69,5.58,147.38,28.54,13.73,13.12,338.04,15.38
40-49,Low,Divorced,Canada,56.18,6.35,102.92,15.48,7.92,15.37,204.23,3.23
40-49,Low,Divorced,Germany,48.92,18.92,210.17,9.67,1.54,29.21,318.42,8.33
40-49,Low,Divorced,India,112.0,4.2,126.32,19.64,8.03,19.17,289.36,12.0
40-49,Low,Divorced,Mexico,0.0,21.0,147.0,7.0,0.0,24.0,199.0,100.0
40-49,Low,Divorced,Saudi Arabia,94.88,12.8,75.28,23.82,6.05,11.65,224.47,7.5
40-49,Low,Divorced,Spain,74.83,5.29,110.94,17.88,1.51,14.95,225.41,5.13
40-49,Low,Divorced,USA,113.81,7.72,142.19,17.63,8.13,31.63,321.09,9.38
40-49,Low,Married,Australia,143.21,4.48,135.44,17.19,4.41,11.14,315.87,4.76
40-49,Low,Married,Canada,35.19,2.04,72.03,9.88,3.51,7.08,129.73,1.88
40-49,Low,Married,Germany,39.22,1.35,178.51,14.33,7.18,14.24,254.82,3.64
40-49,Low,Married,India,62.82,2.05,71.56,15.95,10.16,11.18,173.73,1.61
40-49,Low,Married,Mexico,56.3,9.52,89.42,13.48,5.64,14.18,188.55,9.09
40-49,Low,Married,Saudi Arabia,86.59,4.1,71.05,14.66,3.02,9.54,188.97,4.79
40-49,Low,Married,Spain,31.44,1.02,81.25,7.69,2.11,9.3,132.81,2.84
40-49,Low,Married,USA,48.07,1.24,73.52,10.67,4.77,10.49,148.76,3.64
40-49,Low,Single,Australia,169.86,6.34,169.59,20.89,8.82,20.8,396.3,9.35
40-49,Low,Single,Canada,73.26,2.99,134.79,18.64,3.79,15.27,248.74,3.21
40-49,Low,Single,Germany,45.49,6.4,142.57,14.17,6.05,24.91,239.59,7.35
40-49,Low,Single,India,92.74,5.21,257.81,26.72,6.0,14.81,403.28,7.02
40-49,Low,Single,Mexico,158.43,2.43,48.29,16.0,4.0,33.29,262.43,0.0
40-49,Low,Single,Saudi Arabia,64.94,3.26,104.89,10.06,2.9,11.88,197.94,4.3
40-49,Low,Single,Spain,75.9,1.44,129.11,13.91,4.64,14.32,239.31,4.85
40-49,Low,Single,USA,97.65,2.35,150.35,22.12,2.59,8.82,283.88,5.88
40-49,Low,Together,Australia,74.84,5.51,109.53,20.7,4.44,15.73,230.75,8.33
40-49,Low,Together,Canada,60.16,2.69,103.16,11.66,3.56,10.49,191.72,5.82
40-49,Low,Together,Germany,61.48,2.16,117.47,11.36,4.31,17.52,214.3,6.12
40-49,Low,Together,India,117.44,2.23,106.86,25.2,6.3,20.75,278.77,8.49
40-49,Low,Together,Mexico,11.88,3.71,166.82,3.76,8.53,7.71,202.41,11.76
40-49,Low,Together,Saudi Arabia,46.75,4.29,82.99,11.11,3.53,7.7,156.36,6.78
40-49,Low,Together,Spain,39.98,2.85,70.44,14.0,4.01,9.3,140.57,1.86
40-49,Low,Together,USA,62.92,5.81,92.89,14.37,7.26,13.17,196.43,10.97
40-49,Low,Widow,Australia,108.67,1.0,33.67,2.33,0.33,2.33,148.33,0.0
40-49,Low,Widow,Canada,202.64,6.59,119.73,4.86,7.36,9.41,350.59,0.0
40-49,Low,Widow,Germany,234.5,1.0,224.83,55.83,13.17,45.5,574.83,33.33
40-49,Low,Widow,India,78.27,5.53,143.67,19.8,4.73,15.93,267.93,13.33
40-49,Low,Widow,Mexico,185.0,56.0,47.5,16.5,2.0,32.0,339.0,0.0
40-49,Low,Widow,Saudi Arabia,75.65,3.4,61.4,15.47,4.47,12.26,172.63,2.33
40-49,Low,Widow,Spain,89.74,3.97,105.95,14.69,5.74,8.9,228.98,5.17
40-49,Low,Widow,USA,85.0,11.0,25.0,11.25,8.75,0.25,141.25,0.0
40-49,Low,YOLO,Canada,33.62,1.0,50.0,14.54,4.69,4.08,107.92,7.69
40-49,Low,YOLO,Germany,39.0,0.0,7.0,0.0,0.0,0.0,46.0,0.0
40-49,Low,YOLO,India,0.0,0.0,226.67,13.67,0.0,7.0,247.33,0.0
40-49,Low,YOLO,Mexico,0.0,0.0,1002.0,0.0,0.0,5.0,1007.0,0.0
40-49,Low,YOLO,Saudi Arabia,10.56,1.44,151.78,2.44,2.67,15.22,184.11,0.0
40-49,Low,YOLO,Spain,99.62,1.92,235.54,15.08,1.54,4.62,358.31,7.69
40-49,Low,YOLO,USA,3.67,0.33,36.67,4.0,10.67,7.33,62.67,33.33
40-49,Medium,Absurd,Australia,329.0,0.5,138.5,70.0,20.5,15.0,573.5,0.0
40-49,Medium,Absurd,Canada,101.11,1.33,120.56,55.22,22.11,31.78,332.11,11.11
40-49,Medium,Absurd,Germany,368.75,0.0,65.25,15.0,5.25,9.75,464.0,25.0
40-49,Medium,Absurd,India,310.67,15.33,434.0,32.0,4.0,29.33,825.33,0.0
40-49,Medium,Absurd,Mexico,108.0,28.33,31.67,87.67,4.67,25.67,286.0,66.67
40-49,Medium,Absurd,Saudi Arabia,134.33,2.0,38.67,99.0,6.0,30.0,310.0,0.0
40-49,Medium,Absurd,Spain,164.25,23.69,283.44,47.75,33.5,37.56,590.19,18.75
40-49,Medium,Absurd,USA,208.0,9.83,432.0,91.5,59.5,38.0,838.83,16.67
40-49,Medium,Alone,Australia,28.25,19.0,254.75,8.25,6.25,13.25,329.75,0.0
40-49,Medium,Alone,Canada,343.17,8.67,338.75,72.92,19.5,39.42,822.42,16.67
40-49,Medium,Alone,Germany,228.0,23.29,456.0,71.57,31.29,29.43,839.57,14.29
40-49,Medium,Alone,India,625.5,0.0,48.5,4.0,14.0,8.0,700.0,50.0
40-49,Medium,Alone,Saudi Arabia,190.75,9.25,115.75,41.75,2.5,39.75,399.75,25.0
40-49,Medium,Alone,Spain,192.5,8.31,129.85,32.04,22.92,47.42,433.04,34.62
40-49,Medium,Divorced,Australia,314.55,17.24,294.33,67.88,18.18,38.24,750.42,12.12
40-49,Medium,Divorced,Canada,180.4,12.24,281.07,51.36,14.27,33.62,572.95,13.95
40-49,Medium,Divorced,Germany,153.73,11.82,214.39,51.39,21.61,36.45,489.39,12.12
40-49,Medium,Divorced,India,177.44,12.74,313.42,66.66,15.45,34.05,619.76,17.05
40-49,Medium,Divorced,Mexico,323.33,21.33,536.0,7.33,57.67,37.67,983.33,0.0
40-49,Medium,Divorced,Saudi Arabia,146.7,11.77,220.28,36.53,20.58,26.7,462.56,11.63
40-49,Medium,Divorced,Spain,167.09,12.24,257.98,46.6,13.25,27.34,524.5,12.38
40-49,Medium,Divorced,USA,230.19,7.84,139.51,40.76,24.81,31.16,474.27,8.11
40-49,Medium,Married,Australia,228.79,8.54,213.93,54.75,14.71,28.47,549.19,13.24
40-49,Medium,Married,Canada,129.07,6.98,200.34,31.61,13.83,21.39,403.21,9.25
40-49,Medium,Married,Germany,223.44,14.56,229.58,30.79,20.81,32.08,551.27,18.75
40-49,Medium,Married,India,298.86,14.54,278.64,36.02,18.8,32.19,679.05,16.95
40-49,Medium,Married,Mexico,128.15,16.15,294.52,29.63,5.93,18.81,493.19,11.11
40-49,Medium,Married,Saudi Arabia,120.53,10.45,190.01,34.26,14.65,25.07,394.97,8.87
40-49,Medium,Married,Spain,126.4,8.91,186.84,27.45,8.92,24.55,383.09,7.83
40-49,Medium,Married,USA,183.64,9.27,240.17,31.92,13.63,22.02,500.65,16.28
40-49,Medium,Single,Australia,293.64,9.19,251.84,56.1,20.28,38.2,669.26,17.91
40-49,Medium,Single,Canada,207.98,6.82,253.96,44.02,14.43,34.26,561.46,11.39
40-49,Medium,Single,Germany,195.9,10.23,268.76,39.44,13.59,35.76,563.67,9.76
40-49,Medium,Single,India,236.56,19.13,324.71,44.56,23.55,38.02,686.52,22.11
40-49,Medium,Single,Mexico,353.6,5.6,683.6,45.2,52.0,15.0,1155.0,20.0
40-49,Medium,Single,Saudi Arabia,157.02,9.77,178.43,47.35,11.35,25.48,429.39,11.01
40-49,Medium,Single,Spain,183.45,9.32,263.49,32.69,12.21,32.95,534.11,11.78
40-49,Medium,Single,USA,234.98,10.95,248.95,49.0,12.74,29.48,586.1,2.38
40-49,Medium,Together,Australia,249.82,10.88,289.26,41.77,18.14,27.81,637.69,11.02
40-49,Medium,Together,Canada,142.47,9.5,252.7,40.41,12.8,27.78,485.65,8.0
40-49,Medium,Together,Germany,233.44,16.15,211.67,44.98,17.77,38.07,562.07,16.09
40-49,Medium,Together,India,186.72,8.62,244.46,47.07,16.69,29.49,533.05,12.35
40-49,Medium,Together,Mexico,183.1,14.48,146.81,38.94,42.39,28.0,453.71,12.9
40-49,Medium,Together,Saudi Arabia,152.24,10.11,223.97,42.45,10.57,25.44,464.79,10.64
40-49,Medium,Together,Spain,188.66,8.56,182.13,37.79,14.36,28.44,459.94,8.11
40-49,Medium,Together,USA,160.91,9.29,206.41,35.29,25.12,22.85,459.89,10.0
40-49,Medium,Widow,Australia,576.4,4.0,335.8,123.4,21.2,30.4,1091.2,20.0
40-49,Medium,Widow,Canada,116.08,8.39,162.89,32.32,8.47,25.13,353.29,10.53
40-49,Medium,Widow,Germany,309.43,4.43,440.0,44.86,8.86,34.71,842.29,28.57
40-49,Medium,Widow,India,283.94,19.06,431.56,45.19,11.81,34.25,825.81,12.5
40-49,Medium,Widow,Saudi Arabia,142.37,15.07,170.31,49.01,20.51,30.01,427.3,13.43
40-49,Medium,Widow,Spain,208.48,14.36,165.52,44.12,25.13,25.36,482.97,8.7
40-49,Medium,Widow,USA,136.13,51.63,424.75,63.75,28.13,61.88,766.25,25.0
40-49,Medium,YOLO,Australia,1097.0,44.0,239.0,0.0,22.0,80.0,1482.0,0.0
40-49,Medium,YOLO,Canada,194.23,6.92,248.08,61.92,17.23,18.77,547.15,23.08
40-49,Medium,YOLO,Germany,301.5,3.25,40.25,6.25,0.0,8.0,359.25,25.0
40-49,Medium,YOLO,India,15.75,47.25,430.75,24.5,7.25,26.5,552.0,0.0
40-49,Medium,YOLO,Mexico,150.5,0.0,607.0,79.5,30.5,27.5,895.0,0.0
40-49,Medium,YOLO,Saudi Arabia,114.31,2.0,274.62,34.54,6.46,33.69,465.62,7.69
40-49,Medium,YOLO,Spain,131.1,1.6,178.2,24.6,28.0,45.8,409.3,0.0
40-49,Medium,YOLO,USA,17.8,11.4,228.8,30.6,18.2,65.4,372.2,0.0
40-49,Upper-Mid,Absurd,Canada,274.0,2.5,112.0,3.5,4.0,1.0,397.0,0.0
40-49,Upper-Mid,Absurd,India,180.0,22.0,736.0,85.5,55.0,11.5,1090.0,0.0
40-49,Upper-Mid,Absurd,Saudi Arabia,86.33,5.67,122.0,17.33,7.33,14.67,253.33,33.33
40-49,Upper-Mid,Absurd,Spain,352.33,2.89,361.44,34.78,16.22,33.33,801.0,22.22
40-49,Upper-Mid,Absurd,USA,631.5,2.5,85.0,15.0,1.5,18.0,753.5,0.0
40-49,Upper-Mid,Alone,Australia,160.09,11.55,303.45,54.36,22.09,51.18,602.73,27.27
40-49,Upper-Mid,Alone,Canada,203.33,21.67,466.0,120.67,6.0,58.83,876.5,0.0
40-49,Upper-Mid,Alone,Germany,58.8,1.0,342.6,45.4,23.2,44.8,515.8,20.0
40-49,Upper-Mid,Alone,India,431.0,22.0,647.0,23.0,11.0,17.0,1151.0,0.0
40-49,Upper-Mid,Alone,Mexico,496.0,112.0,40.0,129.0,0.0,48.0,825.0,100.0
40-49,Upper-Mid,Alone,Saudi Arabia,397.5,6.33,438.0,64.17,26.83,53.67,986.5,16.67
40-49,Upper-Mid,Alone,Spain,216.32,15.47,281.95,68.37,45.84,42.53,670.47,21.05
40-49,Upper-Mid,Alone,USA,355.0,35.0,42.0,6.0,21.0,30.0,489.0,0.0
40-49,Upper-Mid,Divorced,Australia,348.83,25.52,445.17,77.35,27.57,63.48,987.91,13.04
40-49,Upper-Mid,Divorced,Canada,405.05,25.81,335.9,69.74,22.26,30.62,889.38,9.52
40-49,Upper-Mid,Divorced,Germany,419.38,19.05,389.52,70.71,27.05,33.05,958.76,19.05
40-49,Upper-Mid,Divorced,India,260.83,22.3,325.04,53.15,21.61,59.39,742.33,15.22
40-49,Upper-Mid,Divorced,Mexico,22.0,6.0,44.0,75.0,0.0,18.0,165.0,0.0
40-49,Upper-Mid,Divorced,Saudi Arabia,383.26,26.97,349.03,62.09,24.77,25.8,871.91,14.29
40-49,Upper-Mid,Divorced,Spain,282.81,15.36,304.36,63.66,26.27,37.03,729.49,22.03
40-49,Upper-Mid,Divorced,USA,230.13,25.23,410.77,111.57,25.87,24.37,827.93,16.67
40-49,Upper-Mid,Married,Australia,280.45,24.98,282.71,70.73,21.88,46.63,727.37,15.69
40-49,Upper-Mid,Married,Canada,234.2,17.68,340.09,46.59,21.16,36.92,696.65,16.13
40-49,Upper-Mid,Married,Germany,222.4,13.63,290.1,57.27,22.67,35.7,641.77,10.0
40-49,Upper-Mid,Married,India,290.89,23.76,447.73,56.62,22.36,38.87,880.22,17.78
40-49,Upper-Mid,Married,Mexico,188.7,10.6,375.4,52.2,26.1,22.6,675.6,10.0
40-49,Upper-Mid,Married,Saudi Arabia,212.1,14.96,280.69,59.65,14.94,34.31,616.65,15.38
40-49,Upper-Mid,Married,Spain,213.81,20.71,256.59,51.93,19.74,36.62,599.4,13.76
40-49,Upper-Mid,Married,USA,238.13,22.66,285.94,53.53,30.69,33.56,664.5,12.5
40-49,Upper-Mid,Single,Australia,358.32,11.91,295.54,69.0,28.71,44.23,807.71,20.43
40-49,Upper-Mid,Single,Canada,272.34,21.56,277.14,47.9,23.47,31.92,674.32,10.17
40-49,Upper-Mid,Single,Germany,228.78,17.68,325.81,48.54,21.47,37.8,680.08,16.95
40-49,Upper-Mid,Single,India,400.08,26.71,341.27,58.65,28.52,55.17,910.4,16.67
40-49,Upper-Mid,Single,Mexico,230.13,1.13,192.25,14.75,27.75,42.38,508.38,12.5
40-49,Upper-Mid,Single,Saudi Arabia,211.0,17.0,248.19,45.3,19.3,52.63,593.42,9.3
40-49,Upper-Mid,Single,Spain,263.52,15.53,310.14,53.94,29.14,39.74,712.0,11.61
40-49,Upper-Mid,Single,USA,312.42,21.21,271.25,40.21,16.88,31.25,693.21,25.0
40-49,Upper-Mid,Together,Australia,316.16,21.75,276.13,73.93,39.66,43.18,770.81,23.53
40-49,Upper-Mid,Together,Canada,276.34,17.77,289.16,65.16,29.29,44.95,722.68,9.25
40-49,Upper-Mid,Together,Germany,253.38,24.0,371.14,69.1,30.83,43.4,791.86,9.52
40-49,Upper-Mid,Together,India,306.19,22.68,288.23,67.34,23.53,62.23,770.19,22.64
40-49,Upper-Mid,Together,Mexico,125.77,5.62,365.0,53.54,39.69,43.38,633.0,15.38
40-49,Upper-Mid,Together,Saudi Arabia,260.4,22.16,339.66,54.03,20.23,34.51,730.99,14.0
40-49,Upper-Mid,Together,Spain,253.63,11.74,331.09,59.04,22.8,39.41,717.71,16.22
40-49,Upper-Mid,Together,USA,245.45,26.96,287.12,65.19,25.17,38.51,688.4,16.0
40-49,Upper-Mid,Widow,Australia,394.5,38.83,411.0,116.17,26.17,68.5,1055.17,33.33
40-49,Upper-Mid,Widow,Canada,245.86,23.19,229.43,50.38,22.1,33.52,604.48,23.81
40-49,Upper-Mid,Widow,Germany,383.2,14.8,176.8,21.4,11.6,35.2,643.0,20.0
40-49,Upper-Mid,Widow,India,254.67,9.42,171.92,66.17,32.42,50.83,585.42,8.33
40-49,Upper-Mid,Widow,Saudi Arabia,257.38,26.38,253.36,65.17,32.03,40.12,674.45,22.41
40-49,Upper-Mid,Widow,Spain,233.61,18.51,333.17,46.05,19.44,31.9,682.68,26.83
40-49,Upper-Mid,Widow,USA,323.0,2.0,53.0,234.0,2.0,58.0,672.0,0.0
40-49,Upper-Mid,YOLO,Australia,177.5,1.0,597.0,59.5,5.0,28.5,868.5,50.0
40-49,Upper-Mid,YOLO,Canada,109.44,3.67,357.11,46.11,18.78,52.33,587.44,22.22
40-49,Upper-Mid,YOLO,Germany,147.78,25.67,403.33,75.78,30.11,45.22,727.89,11.11
40-49,Upper-Mid,YOLO,India,846.0,41.5,306.0,203.0,83.0,32.5,1512.0,0.0
40-49,Upper-Mid,YOLO,Mexico,0.0,2.0,201.0,43.0,0.0,9.0,255.0,100.0
40-49,Upper-Mid,YOLO,Saudi Arabia,151.56,5.56,456.33,32.89,5.22,44.78,696.33,22.22
40-49,Upper-Mid,YOLO,Spain,376.63,12.63,416.5,67.38,54.5,56.63,984.25,37.5
40-49,Very High,Absurd,Germany,544.0,44.2,273.0,63.0,16.4,26.4,967.0,40.0
40-49,Very High,Absurd,India,615.0,12.0,430.25,145.25,30.0,64.5,1297.0,0.0
40-49,Very High,Absurd,Saudi Arabia,389.2,14.2,464.8,55.2,37.2,54.4,1015.0,20.0
40-49,Very High,Absurd,Spain,563.92,18.17,405.0,140.58,83.42,62.42,1273.5,16.67
40-49,Very High,Absurd,USA,539.0,3.0,1092.0,0.0,5.0,26.0,1665.0,0.0
40-49,Very High,Alone,Australia,618.4,29.2,385.4,99.0,18.6,57.4,1208.0,20.0
40-49,Very High,Alone,Canada,371.0,55.75,177.5,98.5,32.5,51.75,787.0,75.0
40-49,Very High,Alone,Germany,407.33,28.0,708.67,40.67,20.67,42.67,1248.0,33.33
40-49,Very High,Alone,India,658.5,33.5,779.0,79.25,50.75,37.75,1638.75,25.0
40-49,Very High,Alone,Saudi Arabia,778.69,41.23,525.69,97.23,38.46,60.77,1542.08,38.46
40-49,Very High,Alone,Spain,722.75,27.17,582.08,89.75,67.67,56.92,1546.33,58.33
40-49,Very High,Alone,USA,792.5,29.5,647.5,105.0,54.5,42.0,1671.0,0.0
40-49,Very High,Divorced,Australia,478.34,44.54,526.77,120.91,55.51,69.06,1295.14,20.0
40-49,Very High,Divorced,Canada,505.76,36.96,414.8,103.42,50.64,46.62,1158.2,17.78
40-49,Very High,Divorced,Germany,531.03,45.12,521.91,107.03,55.76,71.82,1332.68,38.24
40-49,Very High,Divorced,India,500.95,31.39,510.93,99.93,57.46,51.85,1252.51,34.15
40-49,Very High,Divorced,Mexico,136.0,34.5,881.5,40.0,5.5,49.5,1147.0,100.0
40-49,Very High,Divorced,Saudi Arabia,459.15,41.4,378.67,113.56,50.0,53.5,1096.27,20.83
40-49,Very High,Divorced,Spain,584.75,40.38,433.05,76.5,44.67,52.48,1231.83,33.33
40-49,Very High,Divorced,USA,372.56,41.33,399.48,107.15,37.11,47.81,1005.44,25.93
40-49,Very High,Married,Australia,584.46,41.93,514.07,105.71,64.54,48.83,1359.54,29.27
40-49,Very High,Married,Canada,524.12,50.9,411.37,83.0,48.35,47.8,1165.53,24.49
40-49,Very High,Married,Germany,505.65,66.04,462.61,137.04,44.13,50.91,1266.39,43.48
40-49,Very High,Married,India,489.62,53.05,563.52,111.1,94.0,57.71,1369.0,38.1
